date,state,district,crop_type,crop_species,production
2017-01-01,Sabah,Kudat,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Kudat,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Kudat,spices,turmeric,0.0
2017-01-01,Sabah,Kudat,spices,turmeric,0.0
2017-01-01,Sabah,Kudat,vegetable,angled_loofah,6.2
2017-01-01,Sabah,Kudat,vegetable,angled_loofah,3.0
2017-01-01,Sabah,Kudat,vegetable,birds_eye_chili,0.0
2017-01-01,Sabah,Kudat,vegetable,birds_eye_chili,1.1
2017-01-01,Sabah,Kudat,vegetable,bitter_gourd,6.2
2017-01-01,Sabah,Kudat,vegetable,bitter_gourd,1.5
2017-01-01,Sabah,Kudat,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Kudat,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Kudat,vegetable,brinjal,20.0
2017-01-01,Sabah,Kudat,vegetable,brinjal,3.4
2017-01-01,Sabah,Kudat,vegetable,cabbage,0.0
2017-01-01,Sabah,Kudat,vegetable,cabbage,0.0
2017-01-01,Sabah,Kudat,vegetable,carrot,0.0
2017-01-01,Sabah,Kudat,vegetable,carrot,0.0
2017-01-01,Sabah,Kudat,vegetable,celery,0.0
2017-01-01,Sabah,Kudat,vegetable,celery,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_kale,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_kale,0.0
2017-01-01,Sabah,Kudat,vegetable,chinese_spinach,3.9
2017-01-01,Sabah,Kudat,vegetable,chinese_spinach,2.3
2017-01-01,Sabah,Kudat,vegetable,cucumber,4.4
2017-01-01,Sabah,Kudat,vegetable,cucumber,15.4
2017-01-01,Sabah,Kudat,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Kudat,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Kudat,vegetable,french_bean,0.0
2017-01-01,Sabah,Kudat,vegetable,french_bean,0.0
2017-01-01,Sabah,Kudat,vegetable,ladys_finger,0.0
2017-01-01,Sabah,Kudat,vegetable,ladys_finger,1.0
2017-01-01,Sabah,Kudat,vegetable,lettuce,0.0
2017-01-01,Sabah,Kudat,vegetable,lettuce,0.0
2017-01-01,Sabah,Kudat,vegetable,long_bean,13.0
2017-01-01,Sabah,Kudat,vegetable,long_bean,1.5
2017-01-01,Sabah,Kudat,vegetable,mustard,22.0
2017-01-01,Sabah,Kudat,vegetable,mustard,6.5
2017-01-01,Sabah,Kudat,vegetable,pumpkin,0.0
2017-01-01,Sabah,Kudat,vegetable,pumpkin,0.0
2017-01-01,Sabah,Kudat,vegetable,radish,0.0
2017-01-01,Sabah,Kudat,vegetable,radish,0.0
2017-01-01,Sabah,Kudat,vegetable,red_chilli,0.8
2017-01-01,Sabah,Kudat,vegetable,red_chilli,0.0
2017-01-01,Sabah,Kudat,vegetable,spring_onion,0.0
2017-01-01,Sabah,Kudat,vegetable,spring_onion,0.0
2017-01-01,Sabah,Kudat,vegetable,sweet_shoot,3.9
2017-01-01,Sabah,Kudat,vegetable,sweet_shoot,0.2
2017-01-01,Sabah,Kudat,vegetable,tomato,0.0
2017-01-01,Sabah,Kudat,vegetable,tomato,0.0
2017-01-01,Sabah,Kudat,vegetable,water_spinach,12.0
2017-01-01,Sabah,Kudat,vegetable,water_spinach,1.6
2017-01-01,Sabah,Kudat,vegetable,wax_gourd,0.0
2017-01-01,Sabah,Kudat,vegetable,wax_gourd,31.6
2017-01-01,Sabah,Kunak,cash_crops,cassava,50.0
2017-01-01,Sabah,Kunak,cash_crops,groundnuts,0.0
2017-01-01,Sabah,Kunak,cash_crops,sweet_corn,0.0
2017-01-01,Sabah,Kunak,cash_crops,sweet_potato,0.0
2017-01-01,Sabah,Kunak,cash_crops,yam,0.0
2017-01-01,Sabah,Kunak,cash_crops,yambean,0.0
2017-01-01,Sabah,Kunak,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Kunak,fruit,banana,79.0
2017-01-01,Sabah,Kunak,fruit,cempedak,0.0
2017-01-01,Sabah,Kunak,fruit,ciku,0.0
2017-01-01,Sabah,Kunak,fruit,dokong,0.0
2017-01-01,Sabah,Kunak,fruit,dragon_fruit,0.5
2017-01-01,Sabah,Kunak,fruit,duku,0.0
2017-01-01,Sabah,Kunak,fruit,durian,0.8
2017-01-01,Sabah,Kunak,fruit,guava,0.0
2017-01-01,Sabah,Kunak,fruit,jackfruit,0.0
2017-01-01,Sabah,Kunak,fruit,langsat,2.0
2017-01-01,Sabah,Kunak,fruit,mango,2.0
2017-01-01,Sabah,Kunak,fruit,mangosteen,0.0
2017-01-01,Sabah,Kunak,fruit,papaya,2.0
2017-01-01,Sabah,Kunak,fruit,pineapple,7.3
2017-01-01,Sabah,Kunak,fruit,pomelo,0.0
2017-01-01,Sabah,Kunak,fruit,rambutan,0.0
2017-01-01,Sabah,Kunak,fruit,salak,7.0
2017-01-01,Sabah,Kunak,fruit,starfruit,0.0
2017-01-01,Sabah,Kunak,fruit,sweet_orange,0.0
2017-01-01,Sabah,Kunak,fruit,watermelon,16.8
2017-01-01,Sabah,Kunak,industrial_crops,coconut,40.3
2017-01-01,Sabah,Kunak,industrial_crops,coffee,0.0
2017-01-01,Sabah,Kunak,industrial_crops,sago,0.0
2017-01-01,Sabah,Kunak,industrial_crops,tea,0.0
2017-01-01,Sabah,Kunak,spices,black_pepper,0.0
2017-01-01,Sabah,Kunak,spices,calamondin_lime,0.2
2017-01-01,Sabah,Kunak,spices,cinnamon,0.0
2017-01-01,Sabah,Kunak,spices,ginger,0.0
2017-01-01,Sabah,Kunak,spices,greater_galangal,0.0
2017-01-01,Sabah,Kunak,spices,lemon_grass,0.0
2017-01-01,Sabah,Kunak,spices,lime,0.0
2017-01-01,Sabah,Kunak,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Kunak,spices,turmeric,0.0
2017-01-01,Sabah,Kunak,vegetable,angled_loofah,0.0
2017-01-01,Sabah,Kunak,vegetable,birds_eye_chili,2.9
2017-01-01,Sabah,Kunak,vegetable,bitter_gourd,0.0
2017-01-01,Sabah,Kunak,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Kunak,vegetable,brinjal,0.0
2017-01-01,Sabah,Kunak,vegetable,cabbage,0.0
2017-01-01,Sabah,Kunak,vegetable,carrot,0.0
2017-01-01,Sabah,Kunak,vegetable,celery,0.0
2017-01-01,Sabah,Kunak,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Kunak,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Kunak,vegetable,chinese_kale,0.0
2017-01-01,Sabah,Kunak,vegetable,chinese_spinach,0.0
2017-01-01,Sabah,Kunak,vegetable,cucumber,0.0
2017-01-01,Sabah,Kunak,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Kunak,vegetable,french_bean,0.0
2017-01-01,Sabah,Kunak,vegetable,ladys_finger,0.0
2017-01-01,Sabah,Kunak,vegetable,lettuce,0.0
2017-01-01,Sabah,Kunak,vegetable,long_bean,0.0
2017-01-01,Sabah,Kunak,vegetable,mustard,0.0
2017-01-01,Sabah,Kunak,vegetable,pumpkin,0.0
2017-01-01,Sabah,Kunak,vegetable,radish,0.0
2017-01-01,Sabah,Kunak,vegetable,red_chilli,0.0
2017-01-01,Sabah,Kunak,vegetable,spring_onion,0.0
2017-01-01,Sabah,Kunak,vegetable,sweet_shoot,2.1
2017-01-01,Sabah,Kunak,vegetable,tomato,0.0
2017-01-01,Sabah,Kunak,vegetable,water_spinach,0.0
2017-01-01,Sabah,Kunak,vegetable,wax_gourd,0.0
2017-01-01,Sabah,Lahad Datu,cash_crops,cassava,650.1
2017-01-01,Sabah,Lahad Datu,cash_crops,groundnuts,0.0
2017-01-01,Sabah,Lahad Datu,cash_crops,sweet_corn,42.9
2017-01-01,Sabah,Lahad Datu,cash_crops,sweet_potato,18.4
2017-01-01,Sabah,Lahad Datu,cash_crops,yam,22.9
2017-01-01,Sabah,Lahad Datu,cash_crops,yambean,3.4
2017-01-01,Sabah,Lahad Datu,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Lahad Datu,fruit,banana,1710.0
2017-01-01,Sabah,Lahad Datu,fruit,cempedak,0.0
2017-01-01,Sabah,Lahad Datu,fruit,ciku,0.9
2017-01-01,Sabah,Lahad Datu,fruit,dokong,0.0
2017-01-01,Sabah,Lahad Datu,fruit,dragon_fruit,42.5
2017-01-01,Sabah,Lahad Datu,fruit,duku,0.0
2017-01-01,Sabah,Lahad Datu,fruit,durian,2.0
2017-01-01,Sabah,Lahad Datu,fruit,guava,152.6
2017-01-01,Sabah,Lahad Datu,fruit,jackfruit,18.2
2017-01-01,Sabah,Lahad Datu,fruit,langsat,0.0
2017-01-01,Sabah,Lahad Datu,fruit,mango,39.1
2017-01-01,Sabah,Lahad Datu,fruit,mangosteen,0.0
2017-01-01,Sabah,Lahad Datu,fruit,papaya,125.6
2017-01-01,Sabah,Lahad Datu,fruit,pineapple,1.3
2017-01-01,Sabah,Lahad Datu,fruit,pomelo,9.4
2017-01-01,Sabah,Lahad Datu,fruit,rambutan,0.0
2017-01-01,Sabah,Lahad Datu,fruit,salak,6.7
2017-01-01,Sabah,Lahad Datu,fruit,starfruit,2.3
2017-01-01,Sabah,Lahad Datu,fruit,sweet_orange,38.9
2017-01-01,Sabah,Lahad Datu,fruit,watermelon,62.9
2017-01-01,Sabah,Lahad Datu,industrial_crops,coconut,5301.0
2017-01-01,Sabah,Lahad Datu,industrial_crops,coffee,0.0
2017-01-01,Sabah,Lahad Datu,industrial_crops,sago,0.0
2017-01-01,Sabah,Lahad Datu,industrial_crops,tea,0.0
2017-01-01,Sabah,Lahad Datu,spices,black_pepper,0.0
2017-01-01,Sabah,Lahad Datu,spices,calamondin_lime,9.2
2017-01-01,Sabah,Lahad Datu,spices,cinnamon,0.0
2017-01-01,Sabah,Lahad Datu,spices,ginger,4.0
2017-01-01,Sabah,Lahad Datu,spices,greater_galangal,0.0
2017-01-01,Sabah,Lahad Datu,spices,lemon_grass,0.6
2017-01-01,Sabah,Lahad Datu,spices,lime,0.0
2017-01-01,Sabah,Lahad Datu,spices,pink_cone_ginger,0.4
2017-01-01,Sabah,Lahad Datu,spices,turmeric,6.1
2017-01-01,Sabah,Lahad Datu,vegetable,angled_loofah,50.3
2017-01-01,Sabah,Lahad Datu,vegetable,birds_eye_chili,3.9
2017-01-01,Sabah,Lahad Datu,vegetable,bitter_gourd,42.6
2017-01-01,Sabah,Lahad Datu,vegetable,bottle_gourd,14.9
2017-01-01,Sabah,Lahad Datu,vegetable,brinjal,206.2
2017-01-01,Sabah,Lahad Datu,vegetable,cabbage,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,carrot,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,celery,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,chinese_kale,153.2
2017-01-01,Sabah,Lahad Datu,vegetable,chinese_spinach,329.2
2017-01-01,Sabah,Lahad Datu,vegetable,cucumber,70.7
2017-01-01,Sabah,Lahad Datu,vegetable,fourangled_bean,34.6
2017-01-01,Sabah,Lahad Datu,vegetable,french_bean,28.1
2017-01-01,Sabah,Lahad Datu,vegetable,ladys_finger,139.9
2017-01-01,Sabah,Lahad Datu,vegetable,lettuce,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,long_bean,76.7
2017-01-01,Sabah,Lahad Datu,vegetable,mustard,752.8
2017-01-01,Sabah,Lahad Datu,vegetable,pumpkin,148.4
2017-01-01,Sabah,Lahad Datu,vegetable,radish,2.7
2017-01-01,Sabah,Lahad Datu,vegetable,red_chilli,7.1
2017-01-01,Sabah,Lahad Datu,vegetable,spring_onion,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,sweet_shoot,285.7
2017-01-01,Sabah,Lahad Datu,vegetable,tomato,0.0
2017-01-01,Sabah,Lahad Datu,vegetable,water_spinach,169.6
2017-01-01,Sabah,Lahad Datu,vegetable,wax_gourd,4.2
2017-01-01,Sabah,Nabawan,cash_crops,cassava,65.0
2017-01-01,Sabah,Nabawan,cash_crops,groundnuts,0.0
2017-01-01,Sabah,Nabawan,cash_crops,sweet_corn,0.0
2017-01-01,Sabah,Nabawan,cash_crops,sweet_potato,0.0
2017-01-01,Sabah,Nabawan,cash_crops,yam,43.0
2017-01-01,Sabah,Nabawan,cash_crops,yambean,0.0
2017-01-01,Sabah,Nabawan,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Nabawan,fruit,banana,55.6
2017-01-01,Sabah,Nabawan,fruit,cempedak,13.0
2017-01-01,Sabah,Nabawan,fruit,ciku,0.0
2017-01-01,Sabah,Nabawan,fruit,dokong,0.0
2017-01-01,Sabah,Nabawan,fruit,dragon_fruit,0.0
2017-01-01,Sabah,Nabawan,fruit,duku,0.0
2017-01-01,Sabah,Nabawan,fruit,durian,176.0
2017-01-01,Sabah,Nabawan,fruit,guava,0.0
2017-01-01,Sabah,Nabawan,fruit,jackfruit,4.6
2017-01-01,Sabah,Nabawan,fruit,langsat,6.5
2017-01-01,Sabah,Nabawan,fruit,mango,5.5
2017-01-01,Sabah,Nabawan,fruit,mangosteen,66.0
2017-01-01,Sabah,Nabawan,fruit,papaya,0.0
2017-01-01,Sabah,Nabawan,fruit,pineapple,15.7
2017-01-01,Sabah,Nabawan,fruit,pomelo,0.0
2017-01-01,Sabah,Nabawan,fruit,rambutan,40.0
2017-01-01,Sabah,Nabawan,fruit,salak,0.0
2017-01-01,Sabah,Nabawan,fruit,starfruit,0.0
2017-01-01,Sabah,Nabawan,fruit,sweet_orange,0.0
2017-01-01,Sabah,Nabawan,fruit,watermelon,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,coconut,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,coconut,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,coffee,65.0
2017-01-01,Sabah,Nabawan,industrial_crops,sago,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,sago,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,tea,0.0
2017-01-01,Sabah,Nabawan,industrial_crops,tea,0.0
2017-01-01,Sabah,Nabawan,spices,black_pepper,0.0
2017-01-01,Sabah,Nabawan,spices,black_pepper,0.0
2017-01-01,Sabah,Nabawan,spices,calamondin_lime,0.0
2017-01-01,Sabah,Nabawan,spices,calamondin_lime,0.0
2017-01-01,Sabah,Nabawan,spices,cinnamon,0.0
2017-01-01,Sabah,Nabawan,spices,cinnamon,0.0
2017-01-01,Sabah,Nabawan,spices,ginger,0.0
2017-01-01,Sabah,Nabawan,spices,ginger,0.0
2017-01-01,Sabah,Nabawan,spices,greater_galangal,0.0
2017-01-01,Sabah,Nabawan,spices,greater_galangal,0.0
2017-01-01,Sabah,Nabawan,spices,lemon_grass,0.0
2017-01-01,Sabah,Nabawan,spices,lemon_grass,0.0
2017-01-01,Sabah,Nabawan,spices,lime,0.0
2017-01-01,Sabah,Nabawan,spices,lime,0.0
2017-01-01,Sabah,Nabawan,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Nabawan,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Nabawan,spices,turmeric,0.0
2017-01-01,Sabah,Nabawan,spices,turmeric,0.0
2017-01-01,Sabah,Nabawan,vegetable,angled_loofah,0.0
2017-01-01,Sabah,Nabawan,vegetable,birds_eye_chili,0.0
2017-01-01,Sabah,Nabawan,vegetable,bitter_gourd,0.0
2017-01-01,Sabah,Nabawan,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Nabawan,vegetable,brinjal,0.0
2017-01-01,Sabah,Nabawan,vegetable,cabbage,0.0
2017-01-01,Sabah,Nabawan,vegetable,carrot,0.0
2017-01-01,Sabah,Nabawan,vegetable,celery,0.0
2017-01-01,Sabah,Nabawan,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Nabawan,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Nabawan,vegetable,chinese_kale,0.0
2017-01-01,Sabah,Nabawan,vegetable,chinese_spinach,0.0
2017-01-01,Sabah,Nabawan,vegetable,cucumber,0.0
2017-01-01,Sabah,Nabawan,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Nabawan,vegetable,french_bean,0.0
2017-01-01,Sabah,Nabawan,vegetable,ladys_finger,0.0
2017-01-01,Sabah,Nabawan,vegetable,lettuce,0.0
2017-01-01,Sabah,Nabawan,vegetable,long_bean,0.0
2017-01-01,Sabah,Nabawan,vegetable,mustard,0.0
2017-01-01,Sabah,Nabawan,vegetable,pumpkin,0.0
2017-01-01,Sabah,Nabawan,vegetable,radish,0.0
2017-01-01,Sabah,Nabawan,vegetable,red_chilli,0.0
2017-01-01,Sabah,Nabawan,vegetable,spring_onion,0.0
2017-01-01,Sabah,Nabawan,vegetable,sweet_shoot,0.0
2017-01-01,Sabah,Nabawan,vegetable,tomato,0.0
2017-01-01,Sabah,Nabawan,vegetable,water_spinach,0.0
2017-01-01,Sabah,Nabawan,vegetable,wax_gourd,0.0
2017-01-01,Sabah,Papar,cash_crops,cassava,0.0
2017-01-01,Sabah,Papar,cash_crops,groundnuts,0.0
2017-01-01,Sabah,Papar,cash_crops,sweet_corn,400.0
2017-01-01,Sabah,Papar,cash_crops,sweet_potato,0.0
2017-01-01,Sabah,Papar,cash_crops,yam,0.0
2017-01-01,Sabah,Papar,cash_crops,yambean,0.0
2017-01-01,Sabah,Papar,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Papar,fruit,banana,545.0
2017-01-01,Sabah,Papar,fruit,cempedak,0.0
2017-01-01,Sabah,Papar,fruit,ciku,0.0
2017-01-01,Sabah,Papar,fruit,dokong,0.0
2017-01-01,Sabah,Papar,fruit,dragon_fruit,0.0
2017-01-01,Sabah,Papar,fruit,duku,0.0
2017-01-01,Sabah,Papar,fruit,durian,200.0
2017-01-01,Sabah,Papar,fruit,guava,195.0
2017-01-01,Sabah,Papar,fruit,jackfruit,31.0
2017-01-01,Sabah,Papar,fruit,langsat,0.0
2017-01-01,Sabah,Papar,fruit,mango,36.0
2017-01-01,Sabah,Papar,fruit,mangosteen,0.0
2017-01-01,Sabah,Papar,fruit,papaya,1.0
2017-01-01,Sabah,Papar,fruit,pineapple,10.0
2017-01-01,Sabah,Papar,fruit,pomelo,0.0
2017-01-01,Sabah,Papar,fruit,rambutan,0.0
2017-01-01,Sabah,Papar,fruit,salak,0.0
2017-01-01,Sabah,Papar,fruit,starfruit,0.0
2017-01-01,Sabah,Papar,fruit,sweet_orange,16.0
2017-01-01,Sabah,Papar,fruit,watermelon,1832.0
2017-01-01,Sabah,Papar,industrial_crops,coconut,310.0
2017-01-01,Sabah,Papar,industrial_crops,coffee,12.0
2017-01-01,Sabah,Papar,industrial_crops,sago,72.5
2017-01-01,Sabah,Papar,industrial_crops,tea,0.0
2017-01-01,Sabah,Papar,spices,black_pepper,0.0
2017-01-01,Sabah,Papar,spices,calamondin_lime,50.0
2017-01-01,Sabah,Papar,spices,cinnamon,0.0
2017-01-01,Sabah,Papar,spices,ginger,0.0
2017-01-01,Sabah,Papar,spices,greater_galangal,0.0
2017-01-01,Sabah,Papar,spices,lemon_grass,6.0
2017-01-01,Sabah,Papar,spices,lime,8.0
2017-01-01,Sabah,Papar,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Papar,spices,turmeric,0.0
2017-01-01,Sabah,Papar,vegetable,angled_loofah,168.0
2017-01-01,Sabah,Papar,vegetable,birds_eye_chili,0.0
2017-01-01,Sabah,Papar,vegetable,bitter_gourd,280.0
2017-01-01,Sabah,Papar,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Papar,vegetable,brinjal,292.0
2017-01-01,Sabah,Papar,vegetable,cabbage,0.0
2017-01-01,Sabah,Papar,vegetable,carrot,0.0
2017-01-01,Sabah,Papar,vegetable,celery,0.0
2017-01-01,Sabah,Papar,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Papar,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Papar,vegetable,chinese_kale,42.0
2017-01-01,Sabah,Papar,vegetable,chinese_spinach,56.0
2017-01-01,Sabah,Papar,vegetable,cucumber,324.0
2017-01-01,Sabah,Papar,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Papar,vegetable,french_bean,0.0
2017-01-01,Sabah,Papar,vegetable,ladys_finger,374.0
2017-01-01,Sabah,Papar,vegetable,lettuce,0.0
2017-01-01,Sabah,Papar,vegetable,long_bean,247.0
2017-01-01,Sabah,Papar,vegetable,mustard,1084.0
2017-01-01,Sabah,Papar,vegetable,pumpkin,0.0
2017-01-01,Sabah,Papar,vegetable,radish,0.0
2017-01-01,Sabah,Papar,vegetable,red_chilli,5.0
2017-01-01,Sabah,Papar,vegetable,spring_onion,0.0
2017-01-01,Sabah,Papar,vegetable,sweet_shoot,72.0
2017-01-01,Sabah,Papar,vegetable,tomato,0.0
2017-01-01,Sabah,Papar,vegetable,water_spinach,172.0
2017-01-01,Sabah,Papar,vegetable,wax_gourd,0.0
2017-01-01,Sabah,Penampang,cash_crops,cassava,0.0
2017-01-01,Sabah,Penampang,cash_crops,groundnuts,0.0
2017-01-01,Sabah,Penampang,cash_crops,sweet_corn,12.9
2017-01-01,Sabah,Penampang,cash_crops,sweet_potato,0.0
2017-01-01,Sabah,Penampang,cash_crops,yam,0.0
2017-01-01,Sabah,Penampang,cash_crops,yambean,0.0
2017-01-01,Sabah,Penampang,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Penampang,fruit,banana,17.7
2017-01-01,Sabah,Penampang,fruit,cempedak,0.5
2017-01-01,Sabah,Penampang,fruit,ciku,0.0
2017-01-01,Sabah,Penampang,fruit,dokong,0.0
2017-01-01,Sabah,Penampang,fruit,dragon_fruit,8.0
2017-01-01,Sabah,Penampang,fruit,duku,0.0
2017-01-01,Sabah,Penampang,fruit,durian,14.0
2017-01-01,Sabah,Penampang,fruit,guava,0.0
2017-01-01,Sabah,Penampang,fruit,jackfruit,2.1
2017-01-01,Sabah,Penampang,fruit,langsat,2.5
2017-01-01,Sabah,Penampang,fruit,mango,1.1
2017-01-01,Sabah,Penampang,fruit,mangosteen,2.0
2017-01-01,Sabah,Penampang,fruit,papaya,0.0
2017-01-01,Sabah,Penampang,fruit,pineapple,444.8
2017-01-01,Sabah,Penampang,fruit,pomelo,0.0
2017-01-01,Sabah,Penampang,fruit,rambutan,8.5
2017-01-01,Sabah,Penampang,fruit,salak,0.0
2017-01-01,Sabah,Penampang,fruit,starfruit,0.0
2017-01-01,Sabah,Penampang,fruit,sweet_orange,0.0
2017-01-01,Sabah,Penampang,fruit,watermelon,0.0
2017-01-01,Sabah,Penampang,industrial_crops,coconut,0.0
2017-01-01,Sabah,Penampang,industrial_crops,coffee,0.0
2017-01-01,Sabah,Penampang,industrial_crops,sago,0.0
2017-01-01,Sabah,Penampang,industrial_crops,tea,0.0
2017-01-01,Sabah,Penampang,spices,black_pepper,0.0
2017-01-01,Sabah,Penampang,spices,calamondin_lime,6.5
2017-01-01,Sabah,Penampang,spices,cinnamon,0.0
2017-01-01,Sabah,Penampang,spices,ginger,1.7
2017-01-01,Sabah,Penampang,spices,greater_galangal,28.0
2017-01-01,Sabah,Penampang,spices,lemon_grass,46.0
2017-01-01,Sabah,Penampang,spices,lime,0.0
2017-01-01,Sabah,Penampang,spices,pink_cone_ginger,0.0
2017-01-01,Sabah,Penampang,spices,turmeric,0.0
2017-01-01,Sabah,Penampang,vegetable,angled_loofah,106.0
2017-01-01,Sabah,Penampang,vegetable,birds_eye_chili,0.0
2017-01-01,Sabah,Penampang,vegetable,bitter_gourd,140.3
2017-01-01,Sabah,Penampang,vegetable,bottle_gourd,0.0
2017-01-01,Sabah,Penampang,vegetable,brinjal,142.7
2017-01-01,Sabah,Penampang,vegetable,cabbage,11.2
2017-01-01,Sabah,Penampang,vegetable,carrot,0.0
2017-01-01,Sabah,Penampang,vegetable,celery,0.0
2017-01-01,Sabah,Penampang,vegetable,chinese_cabbage,0.0
2017-01-01,Sabah,Penampang,vegetable,chinese_chives,0.0
2017-01-01,Sabah,Penampang,vegetable,chinese_kale,29.0
2017-01-01,Sabah,Penampang,vegetable,chinese_spinach,68.5
2017-01-01,Sabah,Penampang,vegetable,cucumber,166.7
2017-01-01,Sabah,Penampang,vegetable,fourangled_bean,0.0
2017-01-01,Sabah,Penampang,vegetable,french_bean,3.6
2017-01-01,Sabah,Penampang,vegetable,ladys_finger,124.5
2017-01-01,Sabah,Penampang,vegetable,lettuce,7.7
2017-01-01,Sabah,Penampang,vegetable,long_bean,197.2
2017-01-01,Sabah,Penampang,vegetable,mustard,669.6
2017-01-01,Sabah,Penampang,vegetable,pumpkin,0.0
2017-01-01,Sabah,Penampang,vegetable,radish,11.1
2017-01-01,Sabah,Penampang,vegetable,red_chilli,2.0
2017-01-01,Sabah,Penampang,vegetable,spring_onion,0.0
2017-01-01,Sabah,Penampang,vegetable,sweet_shoot,56.1
2017-01-01,Sabah,Penampang,vegetable,tomato,0.0
2017-01-01,Sabah,Penampang,vegetable,water_spinach,81.9
2017-01-01,Sabah,Penampang,vegetable,wax_gourd,0.0
2017-01-01,Sabah,Pitas,cash_crops,cassava,200.0
2017-01-01,Sabah,Pitas,cash_crops,groundnuts,23.0
2017-01-01,Sabah,Pitas,cash_crops,sweet_corn,70.0
2017-01-01,Sabah,Pitas,cash_crops,sweet_potato,0.0
2017-01-01,Sabah,Pitas,cash_crops,yam,0.0
2017-01-01,Sabah,Pitas,cash_crops,yambean,0.0
2017-01-01,Sabah,Pitas,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Sabah,Pitas,fruit,banana,1361.0
2017-01-01,Sabah,Pitas,fruit,cempedak,281.0
2017-01-01,Sabah,Pitas,fruit,ciku,0.0
2017-01-01,Sabah,Pitas,fruit,dokong,0.0
2017-01-01,Sabah,Pitas,fruit,dragon_fruit,3.3
2017-01-01,Sabah,Pitas,fruit,duku,0.0
2017-01-01,Sabah,Pitas,fruit,durian,27.0
2017-01-01,Sabah,Pitas,fruit,guava,0.0
2017-01-01,Sabah,Pitas,fruit,jackfruit,57.0
2017-01-01,Sabah,Pitas,fruit,langsat,0.0
2017-01-01,Sabah,Pitas,fruit,mango,180.0
2017-01-01,Sabah,Pitas,fruit,mangosteen,14.0
2017-01-01,Sabah,Pitas,fruit,papaya,4.0
2017-01-01,Sabah,Pitas,fruit,pineapple,120.0
2017-01-01,Sabah,Pitas,fruit,pomelo,0.0
2017-01-01,Sabah,Pitas,fruit,rambutan,64.0
2017-01-01,Sabah,Pitas,fruit,salak,0.0
2017-01-01,Sabah,Pitas,fruit,starfruit,0.2
2017-01-01,Sabah,Pitas,fruit,sweet_orange,0.0
2017-01-01,Sabah,Pitas,fruit,watermelon,0.0
2017-01-01,Sabah,Pitas,industrial_crops,coconut,10602.0
2017-01-01,Sabah,Pitas,industrial_crops,coffee,0.0
2017-01-01,Sabah,Pitas,industrial_crops,sago,0.0
2017-01-01,Sabah,Pitas,industrial_crops,tea,0.0
2017-01-01,Sabah,Pitas,spices,black_pepper,0.0
2017-01-01,Sabah,Pitas,spices,calamondin_lime,5.2
2017-01-01,Sabah,Pitas,spices,cinnamon,0.0
2017-01-01,Sabah,Pitas,spices,ginger,0.0
2017-01-01,Sabah,Pitas,spices,greater_galangal,0.0
